"","videoID","codingdate","medianame","videolength","coder","subjectID","behavior","modifier1","starttime","comment","sequenceID"
"2088","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-03-10 16:24:31.080","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","ZG","BAL","present","",25.993,"","EXP-ANV-01_2022-07-01_3444"
"27309","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","seqstart","almendrabrown",0,"","EXP-ANV-01_2022-07-02_3452"
"27310","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","hammerstone","inhand",0.367,"DWA_A","EXP-ANV-01_2022-07-02_3452"
"2101","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","present","",0.501,"","EXP-ANV-01_2022-07-02_3452"
"2102","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","present","",1.468,"","EXP-ANV-01_2022-07-02_3452"
"2103","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","avoid","no aggression",1.535,"","EXP-ANV-01_2022-07-02_3452"
"27311","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","pound","crouch",2.302,"","EXP-ANV-01_2022-07-02_3452"
"2104","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","avoid","no aggression",2.469,"","EXP-ANV-01_2022-07-02_3452"
"27312","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","pound","crouch",4.137,"","EXP-ANV-01_2022-07-02_3452"
"27313","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","pound","stand",5.272,"","EXP-ANV-01_2022-07-02_3452"
"27314","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","reposit","peel",7.674,"","EXP-ANV-01_2022-07-02_3452"
"27315","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","pound","stand",12.813,"","EXP-ANV-01_2022-07-02_3452"
"27316","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","seqend","opened",17.751,"","EXP-ANV-01_2022-07-02_3452"
"2105","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","scrounge","tolerated",25.692,"","EXP-ANV-01_2022-07-02_3452"
"27317","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","seqstart","almendrabrown",52.152,"","EXP-ANV-01_2022-07-02_3453"
"27318","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","hammerstone","offanvilwalk",52.452,"DWA_A","EXP-ANV-01_2022-07-02_3453"
"2106","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","present","",54.154,"","EXP-ANV-01_2022-07-02_3453"
"27319","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","pound","stand",55.622,"","EXP-ANV-01_2022-07-02_3453"
"2107","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","socialattention","",55.656,"","EXP-ANV-01_2022-07-02_3453"
"2108","EXP-ANV-01-R11__2022-07-02__16-16-53","2024-12-03 12:14:53.666","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","ZG","juvenileunknown","scrounge","tolerated",56.49,"","EXP-ANV-01_2022-07-02_3453"
"27320","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","reposit","peel",58.292,"","EXP-ANV-01_2022-07-02_3453"
"27321","EXP-ANV-01-R11__2022-07-02__16-16-53","2025-02-10 11:54:23","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-02__16-16-53.MP4","60.827","MC","BAL","seqend","Unknown",60.821,"success missed","EXP-ANV-01_2022-07-02_3453"
"27624","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","PEA","seqstart","almendrabrown",25.726,"","EXP-ANV-01_2022-07-12_3496"
"27625","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","PEA","hammerstone","offanvilreach",26.026,"DWA_A","EXP-ANV-01_2022-07-12_3496"
"27626","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","PEA","pound","stand",28.262,"","EXP-ANV-01_2022-07-12_3496"
"2121","EXP-ANV-01-R11__2022-07-12__15-58-47","2024-12-03 12:21:13.762","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","ZG","BAL","present","",28.896,"","EXP-ANV-01_2022-07-12_3496"
"2122","EXP-ANV-01-R11__2022-07-12__15-58-47","2024-12-03 12:21:13.762","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","ZG","BAL","displace","",29.363,"","EXP-ANV-01_2022-07-12_3496"
"27627","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","PEA","seqend","relocated",30.397,"BAL displaces PEA","EXP-ANV-01_2022-07-12_3496"
"2123","EXP-ANV-01-R11__2022-07-12__15-58-47","2024-12-03 12:21:13.762","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","ZG","PEA","present","",33.033,"","EXP-ANV-01_2022-07-12_3496"
"27628","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","seqstart","almendrabrown",36.203,"PEA sits just behind the anvil","EXP-ANV-01_2022-07-12_3497"
"27629","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","hammerstone","onanvil",36.57,"DWA_A","EXP-ANV-01_2022-07-12_3497"
"27630","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","pound","stand",36.803,"","EXP-ANV-01_2022-07-12_3497"
"27631","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","reposit","item",38.438,"","EXP-ANV-01_2022-07-12_3497"
"27632","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","pound","stand",43.911,"","EXP-ANV-01_2022-07-12_3497"
"27633","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","pound","stand",45.579,"","EXP-ANV-01_2022-07-12_3497"
"27634","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","pound","stand",46.88,"","EXP-ANV-01_2022-07-12_3497"
"27635","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","pound","stand",48.115,"","EXP-ANV-01_2022-07-12_3497"
"27636","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","pound","stand",49.383,"","EXP-ANV-01_2022-07-12_3497"
"27637","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","pound","stand",50.617,"","EXP-ANV-01_2022-07-12_3497"
"27638","EXP-ANV-01-R11__2022-07-12__15-58-47","2025-02-10 16:16:08","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","MC","BAL","seqend","opened",53.42,"","EXP-ANV-01_2022-07-12_3497"
"2124","EXP-ANV-01-R11__2022-07-12__15-58-47","2024-12-03 12:21:13.762","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-12__15-58-47.MP4","60.861","ZG","PEA","scrounge","afterwards",58.258,"","EXP-ANV-01_2022-07-12_3497"
"27666","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","seqstart","almendrabrown",0,"","EXP-ANV-01_2022-07-13_3504"
"27667","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","hammerstone","onanvil",0.367,"DWA_A","EXP-ANV-01_2022-07-13_3504"
"27668","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","pound","stand",2.002,"","EXP-ANV-01_2022-07-13_3504"
"2129","EXP-ANV-01-R11__2022-07-13__15-07-46","2024-12-03 12:23:09.661","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","ZG","juvenileunknown","present","",2.269,"","EXP-ANV-01_2022-07-13_3504"
"2130","EXP-ANV-01-R11__2022-07-13__15-07-46","2024-12-03 12:23:09.661","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","ZG","juvenileunknown","socialattention","",3.504,"","EXP-ANV-01_2022-07-13_3504"
"27669","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","reposit","item",4.404,"","EXP-ANV-01_2022-07-13_3504"
"27670","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","pound","stand",5.973,"","EXP-ANV-01_2022-07-13_3504"
"27671","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","pound","stand",7.741,"","EXP-ANV-01_2022-07-13_3504"
"27672","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","pound","stand",9.476,"","EXP-ANV-01_2022-07-13_3504"
"27673","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","pound","stand",10.911,"","EXP-ANV-01_2022-07-13_3504"
"27674","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","reposit","item",13.58,"","EXP-ANV-01_2022-07-13_3504"
"27675","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","pound","stand",16.083,"","EXP-ANV-01_2022-07-13_3504"
"27676","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","BAL","seqend","opened",20.22,"","EXP-ANV-01_2022-07-13_3504"
"27677","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","juvenileunknown","seqstart","almendrabrown",41.575,"","EXP-ANV-01_2022-07-13_3505"
"27678","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","juvenileunknown","hammerstone","onanvil",42.442,"DWA_A","EXP-ANV-01_2022-07-13_3505"
"27679","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","juvenileunknown","misstrike","None",44.278,"","EXP-ANV-01_2022-07-13_3505"
"27680","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","juvenileunknown","pound","crouch",46.079,"","EXP-ANV-01_2022-07-13_3505"
"2131","EXP-ANV-01-R11__2022-07-13__15-07-46","2024-12-03 12:23:09.661","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","ZG","BAL","present","",46.647,"","EXP-ANV-01_2022-07-13_3505"
"27681","EXP-ANV-01-R11__2022-07-13__15-07-46","2025-02-28 15:06:30.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","MC","juvenileunknown","seqend","abandoned",47.748,"juvenileunknown displaced by BAL","EXP-ANV-01_2022-07-13_3505"
"2132","EXP-ANV-01-R11__2022-07-13__15-07-46","2024-12-03 12:23:09.661","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-13__15-07-46.MP4","60.861","ZG","BAL","displace","",47.748,"","EXP-ANV-01_2022-07-13_3505"
"28314","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","seqstart","almendrabrown",0,"","EXP-ANV-01_2022-09-19_3582"
"28315","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","hammerstone","inhand",0.1,"DWA_A","EXP-ANV-01_2022-09-19_3582"
"28316","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","stand",0.667,"","EXP-ANV-01_2022-09-19_3582"
"28317","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","reposit","item",2.669,"","EXP-ANV-01_2022-09-19_3582"
"28318","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","crouch",4.338,"","EXP-ANV-01_2022-09-19_3582"
"28319","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","stand",5.739,"","EXP-ANV-01_2022-09-19_3582"
"28320","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","stand",7.307,"","EXP-ANV-01_2022-09-19_3582"
"28321","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","reposit","peel",14.615,"","EXP-ANV-01_2022-09-19_3582"
"28322","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","crouch",14.781,"","EXP-ANV-01_2022-09-19_3582"
"28323","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","stand",16.85,"","EXP-ANV-01_2022-09-19_3582"
"28324","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","reposit","peel",22.99,"","EXP-ANV-01_2022-09-19_3582"
"28325","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","stand",23.257,"","EXP-ANV-01_2022-09-19_3582"
"28326","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","reposit","peel",28.629,"","EXP-ANV-01_2022-09-19_3582"
"28327","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","pound","crouch",28.762,"","EXP-ANV-01_2022-09-19_3582"
"28328","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","TER","seqend","opened",31.999,"","EXP-ANV-01_2022-09-19_3582"
"2173","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-12-03 12:38:40.482","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","juvenileunknown","present","",47.08,"","EXP-ANV-01_2022-09-19_3583"
"2174","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-12-03 12:38:40.482","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","MIC","displace","",59.326,"","EXP-ANV-01_2022-09-19_3583"
"28329","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","MIC","seqstart","almendrabrown",60.027,"displaces juvenile from anvil","EXP-ANV-01_2022-09-19_3583"
"2175","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-12-03 12:38:40.482","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","juvenileunknown","present","",60.093,"","EXP-ANV-01_2022-09-19_3583"
"28330","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","MIC","hammerstone","onanvil",60.294,"DWA_A","EXP-ANV-01_2022-09-19_3583"
"28331","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","MIC","pound","stand",60.761,"","EXP-ANV-01_2022-09-19_3583"
"28332","EXP-ANV-01-R12__2022-09-19__12-48-12","2024-09-03 14:50:12.106","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-19__12-48-12.MP4","60.861","ZG","MIC","seqend","Unknown",60.843,"ending unknown, missed not on camera","EXP-ANV-01_2022-09-19_3583"
"28354","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","seqstart","almendrabrown",0.234,"","EXP-ANV-01_2022-09-22_3587"
"28355","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","hammerstone","onanvil",0.734,"DWA_A","EXP-ANV-01_2022-09-22_3587"
"28356","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","pound","stand",3.17,"","EXP-ANV-01_2022-09-22_3587"
"28357","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","pound","stand",4.371,"","EXP-ANV-01_2022-09-22_3587"
"28358","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","pound","stand",5.439,"","EXP-ANV-01_2022-09-22_3587"
"28359","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","pound","stand",7.007,"","EXP-ANV-01_2022-09-22_3587"
"28360","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","pound","stand",8.242,"","EXP-ANV-01_2022-09-22_3587"
"28361","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-10-01 14:40:03.157","Y:/capuchin_coiba/working/renameddata/R12/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","PEA","pound","stand",9.142,"","EXP-ANV-01_2022-09-22_3587"
"2176","EXP-ANV-01-R12__2022-09-22__16-56-09","2024-12-03 12:39:57.788","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R12/EXP-ANV-01-R12__2022-09-22__16-56-09.MP4","60.861","ZG","BAL","present","",11.178,"","EXP-ANV-01_2022-09-22_3587"
