"","videoID","codingdate","medianame","videolength","coder","subjectID","behavior","modifier1","starttime","comment","sequenceID"
"26620","EXP-ANV-01-R11__2022-06-17__17-46-57","2023-03-14 13:53:03","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-46-57.MP4","60.690","ZG","TER","reposit","item",53.787,"","EXP-ANV-01_2022-06-17_3361"
"26621","EXP-ANV-01-R11__2022-06-17__17-46-57","2023-03-14 13:53:03","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-46-57.MP4","60.690","ZG","TER","misstrike","None",53.787,"","EXP-ANV-01_2022-06-17_3361"
"26622","EXP-ANV-01-R11__2022-06-17__17-46-57","2023-03-14 13:53:03","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-46-57.MP4","60.690","ZG","TER","pound","crouch",57.357,"","EXP-ANV-01_2022-06-17_3361"
"26623","EXP-ANV-01-R11__2022-06-17__17-46-57","2023-03-14 13:53:03","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-46-57.MP4","60.690","ZG","TER","reposit","item",59.426,"","EXP-ANV-01_2022-06-17_3361"
"26624","EXP-ANV-01-R11__2022-06-17__17-46-57","2023-03-14 13:53:03","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-46-57.MP4","60.690","ZG","TER","pound","crouch",60.527,"","EXP-ANV-01_2022-06-17_3361"
"26625","EXP-ANV-01-R11__2022-06-17__17-46-57","2023-03-14 13:53:03","Not found","60.690","ZG","TER","seqend","Unknown",60.693,"unknown ending, not on camera","EXP-ANV-01_2022-06-17_3361"
"26638","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","PEA","seqstart","almendragreen",9.943,"","EXP-ANV-01_2022-06-17_3364"
"26639","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","PEA","hammerstone","onanvil",9.946,"DWA_A","EXP-ANV-01_2022-06-17_3364"
"26640","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","PEA","pound","stand",10.744,"","EXP-ANV-01_2022-06-17_3364"
"26641","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","PEA","pound","stand",12.212,"","EXP-ANV-01_2022-06-17_3364"
"26642","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","PEA","pound","stand",13.714,"","EXP-ANV-01_2022-06-17_3364"
"26643","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","PEA","pound","stand",15.048,"","EXP-ANV-01_2022-06-17_3364"
"26644","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","PEA","seqend","opened",18.252,"","EXP-ANV-01_2022-06-17_3364"
"2062","EXP-ANV-01-R11__2022-06-17__17-50-12","2024-12-03 11:54:49.010","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.827","ZG","BAL","displace","",29.73,"","EXP-ANV-01_2022-06-17_3365"
"2063","EXP-ANV-01-R11__2022-06-17__17-50-12","2024-12-03 11:54:49.010","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.827","ZG","BAL","present","",29.73,"","EXP-ANV-01_2022-06-17_3365"
"2064","EXP-ANV-01-R11__2022-06-17__17-50-12","2024-12-03 11:54:49.010","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.827","ZG","PEA","present","",31.365,"","EXP-ANV-01_2022-06-17_3365"
"26645","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","BAL","seqstart","almendrabrown",40.44,"","EXP-ANV-01_2022-06-17_3365"
"26646","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","BAL","hammerstone","offanvilwalk",42.442,"DWA_A","EXP-ANV-01_2022-06-17_3365"
"26647","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","BAL","pound","stand",45.012,"","EXP-ANV-01_2022-06-17_3365"
"26648","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","BAL","reposit","hammer",46.813,"","EXP-ANV-01_2022-06-17_3365"
"26649","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","BAL","pound","stand",47.447,"","EXP-ANV-01_2022-06-17_3365"
"26650","EXP-ANV-01-R11__2022-06-17__17-50-12","2023-03-14 14:43:56","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-17__17-50-12.MP4","60.830","ZG","BAL","seqend","opened",51.418,"BAL displaced PEA from anvil after PEA was done with opening","EXP-ANV-01_2022-06-17_3365"
"27097","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","seqstart","almendrabrown",15.682,"","EXP-ANV-01_2022-06-28_3423"
"27098","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","hammerstone","onanvil",15.916,"DWA_A","EXP-ANV-01_2022-06-28_3423"
"27099","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","pound","crouch",18.085,"","EXP-ANV-01_2022-06-28_3423"
"27100","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","seqend","abandoned",18.819,"opened but not eaten","EXP-ANV-01_2022-06-28_3423"
"27101","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","seqstart","almendrabrown",20.888,"","EXP-ANV-01_2022-06-28_3424"
"27102","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","hammerstone","onanvil",21.121,"DWA_A","EXP-ANV-01_2022-06-28_3424"
"27103","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","pound","stand",21.688,"","EXP-ANV-01_2022-06-28_3424"
"27104","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","reposit","item",22.689,"","EXP-ANV-01_2022-06-28_3424"
"2073","EXP-ANV-01-R11__2022-06-28__16-43-38","2024-12-03 12:00:48.981","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.227","ZG","subadultmale","present","",23.524,"","EXP-ANV-01_2022-06-28_3424"
"27105","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","pound","stand",24.258,"","EXP-ANV-01_2022-06-28_3424"
"2074","EXP-ANV-01-R11__2022-06-28__16-43-38","2024-12-03 12:00:48.981","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.227","ZG","subadultmale","socialattention","",24.258,"","EXP-ANV-01_2022-06-28_3424"
"27106","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","pound","stand",25.792,"","EXP-ANV-01_2022-06-28_3424"
"27107","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","pound","stand",27.227,"","EXP-ANV-01_2022-06-28_3424"
"27108","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","reposit","item",28.795,"","EXP-ANV-01_2022-06-28_3424"
"27109","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","pound","stand",29.062,"","EXP-ANV-01_2022-06-28_3424"
"27110","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","pound","stand",30.764,"","EXP-ANV-01_2022-06-28_3424"
"27111","EXP-ANV-01-R11__2022-06-28__16-43-38","2023-03-15 15:55:57","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.230","ZG","SMG","seqend","opened",33.634,"","EXP-ANV-01_2022-06-28_3424"
"2075","EXP-ANV-01-R11__2022-06-28__16-43-38","2024-12-03 12:00:48.981","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.227","ZG","juvenileunknown","present","",55.489,"","EXP-ANV-01_2022-06-28_3424"
"2076","EXP-ANV-01-R11__2022-06-28__16-43-38","2024-12-03 12:00:48.981","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-43-38.MP4","60.227","ZG","juvenileunknown","socialattention","",55.789,"","EXP-ANV-01_2022-06-28_3424"
"27112","EXP-ANV-01-R11__2022-06-28__16-44-55","2023-03-15 16:13:14","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.890","ZG","SMG","seqstart","almendrabrown",2.903,"","EXP-ANV-01_2022-06-28_3425"
"27113","EXP-ANV-01-R11__2022-06-28__16-44-55","2023-03-15 16:13:14","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.890","ZG","SMG","hammerstone","onanvil",3.136,"DWA_A","EXP-ANV-01_2022-06-28_3425"
"27114","EXP-ANV-01-R11__2022-06-28__16-44-55","2023-03-15 16:13:14","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.890","ZG","SMG","pound","stand",3.637,"","EXP-ANV-01_2022-06-28_3425"
"2077","EXP-ANV-01-R11__2022-06-28__16-44-55","2024-12-03 12:02:31.097","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.894","ZG","juvenileunknown","present","",3.67,"","EXP-ANV-01_2022-06-28_3425"
"2078","EXP-ANV-01-R11__2022-06-28__16-44-55","2024-12-03 12:02:31.097","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.894","ZG","juvenileunknown","socialattention","",3.737,"","EXP-ANV-01_2022-06-28_3425"
"2079","EXP-ANV-01-R11__2022-06-28__16-44-55","2024-12-03 12:02:31.097","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.894","ZG","juvenileunknown","scrounge","tolerated",3.941,"","EXP-ANV-01_2022-06-28_3425"
"27115","EXP-ANV-01-R11__2022-06-28__16-44-55","2023-03-15 16:13:14","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.890","ZG","SMG","seqend","abandoned",4.137,"opened but not eaten","EXP-ANV-01_2022-06-28_3425"
"27116","EXP-ANV-01-R11__2022-06-28__16-44-55","2023-03-15 16:13:14","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.890","ZG","SMG","seqstart","almendrabrown",9.343,"","EXP-ANV-01_2022-06-28_3426"
"27117","EXP-ANV-01-R11__2022-06-28__16-44-55","2023-03-15 16:13:14","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.890","ZG","SMG","hammerstone","onanvil",9.576,"DWA_A","EXP-ANV-01_2022-06-28_3426"
"2080","EXP-ANV-01-R11__2022-06-28__16-44-55","2024-12-03 12:02:31.097","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.894","ZG","juvenileunknown","socialattention","",10.41,"","EXP-ANV-01_2022-06-28_3426"
"2081","EXP-ANV-01-R11__2022-06-28__16-44-55","2024-12-03 12:02:31.097","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.894","ZG","juvenileunknown","present","",10.41,"","EXP-ANV-01_2022-06-28_3426"
"27118","EXP-ANV-01-R11__2022-06-28__16-44-55","2023-03-15 16:13:14","//10.126.19.90/EAS_shared/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-06-28__16-44-55.MP4","60.890","ZG","SMG","seqend","abandoned",12.246,"doesnt even pound, just leaves it after looking at it","EXP-ANV-01_2022-06-28_3426"
"27207","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","seqstart","almendraunknown",11.245,"ID?=ZIM","EXP-ANV-01_2022-07-01_3441"
"27208","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","hammerstone","onanvil",11.578,"DWA_A","EXP-ANV-01_2022-07-01_3441"
"27209","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","pound","stand",15.282,"","EXP-ANV-01_2022-07-01_3441"
"27210","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","pound","stand",17.05,"","EXP-ANV-01_2022-07-01_3441"
"27211","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","pound","stand",18.619,"","EXP-ANV-01_2022-07-01_3441"
"27212","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","pound","stand",19.92,"","EXP-ANV-01_2022-07-01_3441"
"27213","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","reposit","peel",23.323,"","EXP-ANV-01_2022-07-01_3441"
"27214","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","pound","stand",27.094,"","EXP-ANV-01_2022-07-01_3441"
"27215","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","ZIM","seqend","opened",29.696,"adultmale displaces juvenileunknown","EXP-ANV-01_2022-07-01_3441"
"2083","EXP-ANV-01-R11__2022-07-01__17-37-23","2024-12-03 12:03:51.237","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","ZG","SPT","displace","",33.31,"","EXP-ANV-01_2022-07-01_3441"
"2084","EXP-ANV-01-R11__2022-07-01__17-37-23","2024-12-03 12:03:51.237","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","ZG","SPT","present","",33.6,"","EXP-ANV-01_2022-07-01_3441"
"27216","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","SPT","seqstart","almendraunknown",41.742,"ID?=SPT","EXP-ANV-01_2022-07-01_3442"
"27217","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","SPT","hammerstone","onanvil",42.009,"DWA_A","EXP-ANV-01_2022-07-01_3442"
"27218","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","SPT","pound","stand",42.876,"","EXP-ANV-01_2022-07-01_3442"
"27219","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","SPT","pound","crouch",44.411,"","EXP-ANV-01_2022-07-01_3442"
"2085","EXP-ANV-01-R11__2022-07-01__17-37-23","2024-12-03 12:03:51.237","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","ZG","ZIM","socialattention","",44.578,"","EXP-ANV-01_2022-07-01_3442"
"27220","EXP-ANV-01-R11__2022-07-01__17-37-23","2025-02-10 10:51:45.000","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","MC","SPT","seqend","opened",46.446,"","EXP-ANV-01_2022-07-01_3442"
"2086","EXP-ANV-01-R11__2022-07-01__17-37-23","2024-12-03 12:03:51.237","Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-37-23.MP4","60.727","ZG","ZIM","present","",46.446,"","EXP-ANV-01_2022-07-01_3442"
"27221","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","BAL","seqstart","almendraunknown",0,"check ID (BAL/TER), face-shot
on experimental anvil","EXP-ANV-01_2022-07-01_3443"
"27222","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","BAL","hammerstone","inhand",0.1,"DWA_B","EXP-ANV-01_2022-07-01_3443"
"27223","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","BAL","pound","stand",0.534,"","EXP-ANV-01_2022-07-01_3443"
"27224","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","BAL","seqend","abandoned",1.268,"seqend with abandoning is a bit later shortly after PEAs first pound","EXP-ANV-01_2022-07-01_3443"
"27225","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","seqstart","almendraunknown",1.535,"wooden anvil (on right side on a fallen branch), at the same time as BAL? is pounding on left side on experimental anvil","EXP-ANV-01_2022-07-01_3444"
"27226","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","hammerstone","offanvilreach",1.768,"BCH","EXP-ANV-01_2022-07-01_3444"
"27227","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","pound","stand",2.135,"","EXP-ANV-01_2022-07-01_3444"
"27228","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","reposit","item",4.037,"","EXP-ANV-01_2022-07-01_3444"
"2087","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-03-10 16:24:31.080","Y:/capuchin_coiba/working/detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","ZG","PEA","present","",6.273,"","EXP-ANV-01_2022-07-01_3444"
"27229","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","pound","crouch",12.145,"","EXP-ANV-01_2022-07-01_3444"
"27230","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","pound","crouch",13.38,"","EXP-ANV-01_2022-07-01_3444"
"27231","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","reposit","item",14.781,"","EXP-ANV-01_2022-07-01_3444"
"27232","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","pound","stand",16.517,"","EXP-ANV-01_2022-07-01_3444"
"27233","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","pound","stand",17.885,"","EXP-ANV-01_2022-07-01_3444"
"27234","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","pound","stand",19.887,"","EXP-ANV-01_2022-07-01_3444"
"27235","EXP-ANV-01-R11__2022-07-01__17-39-42","2025-02-10 10:57:36","E:/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-07-01__17-39-42.MP4","60.761","MC","PEA","seqend","opened",21.955,"","EXP-ANV-01_2022-07-01_3444"
