Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
CEBUS-02-R11__2022-02-11__17-51-49,2024-12-18 11:44:53.248,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,0.0,42.743,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,33.901,33.901,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,1016,1016,,,,
CEBUS-02-R11__2022-02-11__17-51-49,2024-12-18 11:44:53.248,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,0.0,42.743,60.827,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,42.576,42.576,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,1276,1276,,,,
CEBUS-02-R11__2022-02-11__17-51-49,2024-12-18 11:44:53.248,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,0.0,42.743,60.827,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,afterwards,POINT,46.780,46.780,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,1402,1402,,,,
CEBUS-02-R11__2022-02-12__18-05-32,2024-12-18 11:48:54.037,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-12__18-05-32.MP4,0.0,2.937,60.861,29.970,ZG,adultmale,0.0,present,Not defined,,POINT,14.948,14.948,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-12__18-05-32.MP4,448,448,,,,
CEBUS-02-R11__2022-02-12__18-05-32,2024-12-18 11:48:54.037,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-12__18-05-32.MP4,0.0,2.937,60.861,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,16.216,16.216,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-12__18-05-32.MP4,488,488,,,with dorsal infant,
CEBUS-02-R11__2022-02-12__18-05-32,2024-12-18 11:48:54.037,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-12__18-05-32.MP4,0.0,2.937,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,17.885,17.885,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-12__18-05-32.MP4,539,539,,,dorsal infant,
CEBUS-02-R11__2022-02-17__07-57-46,2024-11-18 15:22:25.773,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,22.789,22.789,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,684,684,,,,
CEBUS-02-R11__2022-02-17__08-40-42,2024-11-18 15:28:36.624,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,47.781,47.781,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,1432,1432,,,,
CEBUS-02-R11__2022-02-19__18-00-17,2024-11-18 15:32:08.539,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-00-17.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,6.707,6.707,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-00-17.MP4,201,201,,,,
CEBUS-02-R11__2022-02-19__18-01-53,2024-11-18 17:29:24.071,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-01-53.MP4,0.0,0.000,60.928,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,34.501,34.501,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-01-53.MP4,1034,1034,,,,
CEBUS-02-R11__2022-02-19__18-03-00,2024-11-18 17:36:36.134,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,0.0,39.339,60.894,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,9.343,9.343,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,280,280,,,,
CEBUS-02-R11__2022-02-19__18-03-00,2024-11-18 17:36:36.134,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,0.0,39.339,60.894,29.970,ZG,TER,0.0,present,Not defined,,POINT,17.985,17.985,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,539,539,,,,
CEBUS-02-R11__2022-02-19__18-03-00,2024-11-18 17:36:36.134,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,0.0,39.339,60.894,29.970,ZG,ABE,0.0,present,Not defined,,POINT,19.286,19.286,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,578,578,,,,
CEBUS-02-R11__2022-02-19__18-03-00,2024-11-18 17:36:36.134,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,0.0,39.339,60.894,29.970,ZG,ABE,0.0,scrounge,Not defined,afterwards,POINT,24.791,24.791,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,743,743,,,,
CEBUS-02-R11__2022-02-19__18-03-00,2024-11-18 17:36:36.134,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,0.0,39.339,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,41.341,41.341,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,1239,1239,,,,
CEBUS-02-R11__2022-02-19__18-03-00,2024-11-18 17:36:36.134,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,0.0,39.339,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,afterwards,POINT,45.279,45.279,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,1357,1357,,,,
CEBUS-02-R11__2022-02-19__18-03-00,2024-11-18 17:36:36.134,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,0.0,39.339,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,48.682,48.682,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-03-00.MP4,1459,1459,,,,
CEBUS-02-R11__2022-02-19__18-31-21,2024-11-18 17:44:12.696,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,0.0,41.475,60.594,29.970,ZG,ZIM,0.0,displace,Not defined,,POINT,11.511,11.511,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,345,345,,,ZIM displaces PEA who was tool using,
CEBUS-02-R11__2022-02-19__18-31-21,2024-11-18 17:44:12.696,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,0.0,41.475,60.594,29.970,ZG,ZIM,0.0,scrounge,Not defined,afterwards,POINT,15.983,15.983,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,479,479,,,,
CEBUS-02-R11__2022-02-19__18-31-21,2024-11-18 17:44:12.696,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,0.0,41.475,60.594,29.970,ZG,ZIM,0.0,present,Not defined,,POINT,48.682,48.682,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,1459,1459,,,,
CEBUS-02-R11__2022-02-19__18-31-21,2024-11-18 17:44:12.696,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,0.0,41.475,60.594,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,52.986,52.986,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-31-21.MP4,1588,1588,,,,
CEBUS-02-R11__2022-02-19__18-34-30,2024-11-18 17:55:04.863,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,0.0,60.544,60.560,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,0.000,0.000,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,0,0,,,dorsal infant,
CEBUS-02-R11__2022-02-19__18-34-30,2024-11-18 17:55:04.863,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,0.0,60.544,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,1.602,1.602,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,48,48,,,dorsal infant,
CEBUS-02-R11__2022-02-19__18-34-30,2024-11-18 17:55:04.863,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,0.0,60.544,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,3.070,3.070,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,92,92,,,,
CEBUS-02-R11__2022-02-19__18-34-30,2024-11-18 17:55:04.863,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,0.0,60.544,60.560,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,5.205,5.205,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,156,156,,,,
CEBUS-02-R11__2022-02-19__18-34-30,2024-11-18 17:55:04.863,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,0.0,60.544,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,24.791,24.791,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,743,743,,,,
CEBUS-02-R11__2022-02-19__18-34-30,2024-11-18 17:55:04.863,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,0.0,60.544,60.560,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,60.544,60.544,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__18-34-30.MP4,1815,1815,,,,
CEBUS-02-R11__2022-02-20__07-06-34,2024-11-18 17:59:06.676,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-20__07-06-34.MP4,0.0,0.000,60.527,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,19.219,19.219,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-20__07-06-34.MP4,576,576,,,,
CEBUS-02-R11__2022-02-23__17-34-34,2024-11-18 18:11:36.876,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-34-34.MP4,0.0,9.336,60.827,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,51.485,51.485,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-34-34.MP4,1546,1546,,,carrying dorsal infant,
CEBUS-02-R11__2022-02-23__17-34-34,2024-11-18 18:11:36.876,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-34-34.MP4,0.0,9.336,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,60.821,60.821,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-34-34.MP4,1823,1823,,,dorsal infant,
CEBUS-02-R11__2022-02-23__17-35-41,2024-11-18 18:14:00.976,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,0.0,52.352,60.861,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,3.604,3.604,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,111,111,,,carrying dorsal infant,
CEBUS-02-R11__2022-02-23__17-35-41,2024-11-18 18:14:00.976,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,0.0,52.352,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,14.748,14.748,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,445,445,,,dorsal infant,
CEBUS-02-R11__2022-02-23__17-35-41,2024-11-18 18:14:00.976,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,0.0,52.352,60.861,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,53.620,53.620,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,1607,1607,,,,
CEBUS-02-R11__2022-02-23__17-35-41,2024-11-18 18:14:00.976,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,0.0,52.352,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,55.956,55.956,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-35-41.MP4,1677,1677,,,,
CEBUS-02-R11__2022-02-23__17-38-03,2024-11-18 18:16:15.557,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-38-03.MP4,0.0,56.890,60.861,29.970,ZG,adultmale,0.0,present,Not defined,,POINT,1.902,1.902,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-38-03.MP4,57,57,,,,
CEBUS-02-R11__2022-02-23__17-38-03,2024-11-18 18:16:15.557,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-38-03.MP4,0.0,56.890,60.861,29.970,ZG,ABE,0.0,present,Not defined,,POINT,47.281,47.281,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-38-03.MP4,1417,1417,,,,
CEBUS-02-R11__2022-02-23__17-38-03,2024-11-18 18:16:15.557,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-38-03.MP4,0.0,56.890,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,58.792,58.792,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-23__17-38-03.MP4,1762,1762,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,BLO,0.0,present,Not defined,,POINT,2.903,2.903,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,87,87,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,BLO,0.0,socialattention,Not defined,,POINT,2.970,2.970,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,89,89,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,MIC,0.0,avoid,Not defined,no aggression,POINT,25.092,25.092,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,752,752,,,avoid TOM when he approaches anvil,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,TOM,0.0,displace,Not defined,,POINT,25.592,25.592,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,767,767,,,displace MIC,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,BLO,0.0,avoid,Not defined,no aggression,POINT,25.592,25.592,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,767,767,,,avoids TOM approaching anvil,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,MIC,0.0,present,Not defined,,POINT,31.465,31.465,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,943,943,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,BLO,0.0,present,Not defined,,POINT,40.140,40.140,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,1203,1203,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,BLO,0.0,socialattention,Not defined,,POINT,44.311,44.311,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,1328,1328,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,BLO,0.0,present,Not defined,,POINT,58.158,58.158,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,1743,1743,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,BLO,0.0,socialattention,Not defined,,POINT,59.393,59.393,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,1780,1780,,,,
CEBUS-02-R11__2022-02-24__08-36-17,2024-11-19 10:01:19.586,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,0.0,57.940,60.861,29.970,ZG,MIC,0.0,present,Not defined,,POINT,60.843,60.843,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4,1823,1823,,,,
CEBUS-02-R11__2022-02-26__17-31-32,2024-11-19 10:18:56.484,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-26__17-31-32.MP4,0.0,29.196,60.861,29.970,ZG,MIN,0.0,present,Not defined,,POINT,8.942,8.942,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-26__17-31-32.MP4,268,268,,,,
CEBUS-02-R11__2022-02-26__17-31-32,2024-11-19 10:18:56.484,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-26__17-31-32.MP4,0.0,29.196,60.861,29.970,ZG,MIN,0.0,scrounge,Not defined,None,POINT,30.898,30.898,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-26__17-31-32.MP4,926,926,,,before,
CEBUS-02-R11__2022-02-26__17-31-32,2024-11-19 10:18:56.484,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-26__17-31-32.MP4,0.0,29.196,60.861,29.970,ZG,MIN,0.0,avoid,Not defined,no aggression,POINT,38.138,38.138,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-26__17-31-32.MP4,1143,1143,,,,
