Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,19.055,19.055,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,19.987,19.987,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,22.805,22.805,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,24.054,24.054,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,26.803,26.803,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,31.804,31.804,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,40.435,40.435,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,face-shot,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.500,0.500,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,inhand,None,2,e_offanvilwalk,POINT,0.548,0.548,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,0.651,0.651,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,3.401,3.401,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,4.156,4.156,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,hammer,,,,POINT,7.402,7.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,7.903,7.903,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-29-20,2023-02-09 11:06:07,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,0.0,11.156,60.890,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,11.656,11.656,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-29-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,1.652,1.652,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,offanvilwalk,None,2,e_onanvil,POINT,2.403,2.403,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,2.654,2.654,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,3.403,3.403,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,hammer,,,,POINT,5.153,5.153,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,jump,None,overhead,,POINT,9.154,9.154,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,jump,None,overhead,,POINT,10.404,10.404,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,12.156,12.156,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,16.655,16.655,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,16.904,16.904,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,21.655,21.655,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,face-shot,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrared,,,,POINT,42.706,42.706,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,onanvil,None,2,e_onanvil,POINT,43.688,43.688,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,44.207,44.207,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,45.958,45.958,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,47.704,47.704,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,50.207,50.207,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,51.958,51.958,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,53.208,53.208,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,54.706,54.706,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,56.721,56.721,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-30-31,2023-02-09 11:18:39,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,0.0,59.018,60.890,29.970,MKWC,BAL,0.0,seqend,Sequence info,None,None,None,None,POINT,60.670,60.670,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-30-31.MP4,NA,NA,,,success missed,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,19.906,19.906,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,onanvil,None,2,e_offanvilreach,POINT,23.073,23.073,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,23.154,23.154,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,25.402,25.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,hammer,,,,POINT,27.903,27.903,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,28.156,28.156,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,misstrike,Behavior,None,,,,POINT,29.332,29.332,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,29.832,29.832,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-32-00,2023-02-09 11:26:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,0.0,12.923,60.890,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,32.829,32.829,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-32-00.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.680,0.680,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,offanvilreach,None,2,e_offanvilwalk,POINT,1.404,1.404,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,1.906,1.906,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,3.654,3.654,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,5.152,5.152,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,12.923,12.923,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,face-shot,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendragreen,,,,POINT,28.633,28.633,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,offanvilwalk,None,2,None,POINT,31.167,31.167,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,misstrike,Behavior,itemflies,,,,POINT,36.320,36.320,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,36.618,36.618,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-37-03,2023-02-09 11:39:05,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,0.0,59.827,60.860,29.970,MKWC,BAL,0.0,reposit,Behavior,item,,,,POINT,38.322,38.322,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-37-03.MP4,NA,NA,,,,
